,Date,Adv,Dec,Adv_Dec_Ratio,Adv_Dec_Ratio_Recalc,Mean_Adv_Dec_Ratio
0,2014-03-26,674,801,101.0,0.8414481897627965,1.0629574139551956
0,2014-03-27,891,590,92.0,1.5101694915254238,1.035201966013307
0,2014-03-28,1027,467,86.0,2.1991434689507496,1.0451901696850439
0,2014-03-31,1036,439,94.0,2.359908883826879,1.0575609120666198
0,2014-04-01,845,610,77.0,1.3852459016393444,1.065600222294086
0,2014-04-02,1080,421,75.0,2.5653206650831355,1.084362043177127
0,2014-04-03,652,833,108.0,0.7827130852340937,1.0868263622380847
0,2014-04-04,882,592,85.0,1.489864864864865,1.0965856574865105
0,2014-04-07,778,703,96.0,1.1066856330014225,1.1022750457561297
0,2014-04-09,1129,388,93.0,2.9097938144329896,1.1133017050744638
0,2014-04-10,873,664,97.0,1.3147590361445782,1.1096133579359095
0,2014-04-11,816,672,97.0,1.2142857142857142,1.111520226878177
0,2014-04-15,627,878,112.0,0.714123006833713,1.1095101132407148
0,2014-04-16,474,1023,91.0,0.4633431085043988,1.1097401652338896
0,2014-04-17,1037,458,89.0,2.2641921397379914,1.1242113549239525
0,2014-04-21,1029,457,109.0,2.25164113785558,1.1291310249583129
0,2014-04-22,754,745,90.0,1.0120805369127517,1.1332825631879604
0,2014-04-23,764,738,92.0,1.0352303523035231,1.1361022296352778
0,2014-04-25,601,912,69.0,0.6589912280701754,1.127822738930905
0,2014-04-28,742,748,96.0,0.9919786096256684,1.1187806606203816
0,2014-04-29,607,877,102.0,0.6921322690992018,1.1082967936906154
0,2014-04-30,404,1104,101.0,0.36594202898550726,1.102413356837613
0,2014-05-02,744,722,1.03,1.0304709141274238,1.105110783794232
0,2014-05-05,632,861,0.73,0.7340301974448316,1.102149426643492
0,2014-05-06,730,759,0.96,0.9617918313570487,1.1001379519858163
0,2014-05-07,597,879,0.68,0.6791808873720137,1.097481387450767
0,2014-05-08,652,815,0.8,0.8,1.1007069100030222
0,2014-05-09,927,570,1.63,1.6263157894736842,1.1099828884105798
0,2014-05-12,765,748,1.02,1.0227272727272727,1.1144874123226864
0,2014-05-13,959,547,1.75,1.753199268738574,1.1286927117829806
0,2014-05-14,965,553,1.75,1.7450271247739602,1.138784990956744
0,2014-05-15,533,986,0.54,0.5405679513184585,1.1358732970089163
0,2014-05-16,802,724,1.11,1.1077348066298343,1.1266331847577542
0,2014-05-19,1285,269,4.78,4.776951672862453,1.1662233911415512
0,2014-05-20,1226,340,3.61,3.6058823529411765,1.1793019191044605
0,2014-05-21,1113,452,2.46,2.4623893805309733,1.1849762330778375
0,2014-05-22,1197,373,3.21,3.2091152815013406,1.2018205851615895
0,2014-05-23,1138,447,2.55,2.5458612975391497,1.2066169464813519
0,2014-05-26,534,1056,0.51,0.5056818181818182,1.1991819079856456
0,2014-05-27,593,977,0.61,0.6069600818833163,1.1952801620996076
0,2014-05-28,1045,525,1.99,1.9904761904761905,1.2004790416514284
0,2014-05-29,670,905,0.74,0.7403314917127072,1.1847104437356257
0,2014-05-30,763,789,0.97,0.9670468948035488,1.1900747902346815
0,2014-06-02,1127,446,2.53,2.5269058295964126,1.2043282235306458
0,2014-06-03,981,572,1.72,1.715034965034965,1.207390077605774
0,2014-06-04,1129,436,2.59,2.5894495412844036,1.22480218819477
0,2014-06-05,1128,444,2.54,2.5405405405405403,1.2375474950780079
0,2014-06-06,1100,489,2.25,2.2494887525562373,1.2547923826035703
0,2014-06-09,1173,423,2.77,2.773049645390071,1.2777731452981524
0,2014-06-10,825,771,1.07,1.0700389105058365,1.2790231322584389
0,2014-06-11,691,897,0.77,0.770345596432553,1.2794253834034872
0,2014-06-12,822,763,1.08,1.0773263433813893,1.2790221762490657
0,2014-06-13,299,1282,0.23,0.23322932917316694,1.2749283139601886
0,2014-06-16,693,844,0.82,0.8210900473933649,1.2797252609457501
0,2014-06-17,1172,382,3.07,3.068062827225131,1.2984880809988235
0,2014-06-18,614,947,0.65,0.648363252375924,1.2946734180680375
0,2014-06-19,658,867,0.76,0.7589388696655133,1.290840719018853
0,2014-06-20,591,968,0.61,0.6105371900826446,1.2895279091014973
0,2014-06-23,782,745,1.05,1.0496644295302013,1.2970093883655769
0,2014-06-24,1118,422,2.65,2.6492890995260665,1.3217040694340683
0,2014-06-25,833,713,1.17,1.1683029453015428,1.322852180610709
0,2014-06-26,685,861,0.8,0.7955865272938444,1.3221536923216421
0,2014-06-27,823,712,1.16,1.1558988764044944,1.3305795942095322
0,2014-06-30,1155,398,2.9,2.9020100502512562,1.3406879903999294
0,2014-07-01,1009,540,1.87,1.8685185185185185,1.353521991819613
0,2014-07-02,980,567,1.73,1.728395061728395,1.360960872014362
0,2014-07-03,648,917,0.71,0.7066521264994547,1.3531062023861866
0,2014-07-04,875,675,1.3,1.2962962962962963,1.3569993979072887
0,2014-07-07,801,770,1.04,1.0402597402597402,1.3544739953098863
0,2014-07-08,222,1359,0.16,0.16335540838852097,1.346956864462265
0,2014-07-09,337,1217,0.28,0.2769104354971241,1.34119771651763
0,2014-07-10,952,564,1.69,1.6879432624113475,1.3497851022056289
0,2014-07-11,232,1316,0.18,0.1762917933130699,1.3477458862881289
0,2014-07-14,586,955,0.61,0.6136125654450262,1.345442858503426
0,2014-07-15,1134,412,2.75,2.7524271844660193,1.3659040235519697
0,2014-07-16,1161,389,2.98,2.9845758354755785,1.3823221612744458
0,2014-07-17,1034,501,2.06,2.063872255489022,1.3910437059152259
0,2014-07-18,688,849,0.81,0.8103651354534747,1.3925903654953773
0,2014-07-21,936,609,1.54,1.5369458128078817,1.3926710149591963
0,2014-07-22,752,808,0.93,0.9306930693069307,1.391476512987509
0,2014-07-23,581,956,0.61,0.6077405857740585,1.3886827369063388
0,2014-07-24,762,762,1.0,1.0,1.3894304004577407
0,2014-07-25,387,1162,0.33,0.33304647160068845,1.3825522420861258
0,2014-07-28,520,1024,0.51,0.5078125,1.3809016127205844
0,2014-07-30,737,803,0.92,0.9178082191780822,1.3714156477610882
0,2014-07-31,728,789,0.92,0.9226869455006337,1.3666021131756907
0,2014-08-01,471,1067,0.44,0.4414245548266167,1.3490466617542598
0,2014-08-04,1061,469,2.26,2.2622601279317696,1.3622240846980425
0,2014-08-05,983,555,1.77,1.771171171171171,1.3681806341678664
0,2014-08-06,718,822,0.87,0.8734793187347932,1.3697758924714933
0,2014-08-07,557,969,0.57,0.5748194014447885,1.3669868859815275
0,2014-08-08,296,1262,0.23,0.23454833597464342,1.3621794281648034
0,2014-08-11,933,607,1.54,1.5370675453047775,1.3707850638902688
0,2014-08-12,854,655,1.3,1.3038167938931298,1.3701810593052384
0,2014-08-13,351,1202,0.29,0.29201331114808654,1.3628087133080842
0,2014-08-14,927,619,1.5,1.4975767366720516,1.3711668336159812
0,2014-08-18,1118,426,2.62,2.624413145539906,1.38275434865597
0,2014-08-19,934,602,1.55,1.5514950166112957,1.3833456346999455
0,2014-08-20,861,688,1.25,1.251453488372093,1.3866173497403245
0,2014-08-21,835,698,1.2,1.1962750716332378,1.3905191248469007
0,2014-08-22,746,806,0.93,0.9255583126550868,1.3913602260758235
0,2014-08-25,588,974,0.6,0.6036960985626283,1.3822954921461954
0,2014-08-26,516,1045,0.49,0.4937799043062201,1.3652418564997502
0,2014-08-27,852,695,1.23,1.2258992805755395,1.3539017604672368
0,2014-08-28,679,849,0.8,0.7997644287396938,1.3480469457382405
0,2014-09-01,1104,489,2.26,2.2576687116564416,1.3449704262039734
0,2014-09-02,925,627,1.48,1.4752791068580542,1.3518960864202132
0,2014-09-03,762,791,0.96,0.9633375474083439,1.346630813245648
0,2014-09-04,536,1016,0.53,0.5275590551181102,1.3408395474668147
0,2014-09-05,887,674,1.32,1.3160237388724036,1.3249018467112088
0,2014-09-08,1155,389,2.97,2.969151670951157,1.3414457730592744
0,2014-09-09,819,723,1.13,1.1327800829875518,1.340630716746293
0,2014-09-10,889,686,1.3,1.2959183673469388,1.3464486703514253
0,2014-09-11,1066,504,2.12,2.115079365079365,1.362966032917175
0,2014-09-12,863,710,1.22,1.2154929577464788,1.35247904109726
0,2014-09-15,852,731,1.17,1.1655266757865936,1.34161789647657
0,2014-09-16,226,1351,0.17,0.16728349370836418,1.3331699260445262
0,2014-09-17,754,800,0.94,0.9425,1.332242622521491
0,2014-09-18,1246,308,4.05,4.045454545454546,1.3661072556953346
0,2014-09-19,706,846,0.83,0.83451536643026,1.3645326232633803
0,2014-09-22,818,743,1.1,1.100942126514132,1.36862072183753
0,2014-09-23,315,1256,0.25,0.25079617834394907,1.367469263331114
0,2014-09-24,381,1169,0.33,0.32591958939264326,1.3604237500837664
0,2014-09-25,222,1355,0.16,0.16383763837638377,1.3547218244930819
0,2014-09-26,867,693,1.25,1.251082251082251,1.3576147286903337
0,2014-09-29,1005,536,1.88,1.875,1.3695729198166138
0,2014-09-30,713,812,0.88,0.8780788177339901,1.3703537079939536
0,2014-10-01,592,932,0.64,0.6351931330472103,1.360442481429689
0,2014-10-07,483,1075,0.45,0.4493023255813953,1.3547082319582302
0,2014-10-08,672,862,0.78,0.7795823665893271,1.3449720629367377
0,2014-10-09,1192,350,3.41,3.4057142857142857,1.361578934546141
0,2014-10-10,397,1137,0.35,0.3491644678979771,1.359664899711936
0,2014-10-13,804,732,1.1,1.098360655737705,1.3595711582030148
0,2014-10-14,653,890,0.73,0.7337078651685394,1.3191387201260758
0,2014-10-16,258,1302,0.2,0.19815668202764977,1.2850614634169404
0,2014-10-17,711,826,0.86,0.860774818401937,1.26904531779565
0,2014-10-20,936,599,1.56,1.5626043405676127,1.252580208386313
0,2014-10-21,813,695,1.17,1.1697841726618705,1.23881943713754
0,2014-10-22,1003,501,2.0,2.0019960079840318,1.2537825790355621
0,2014-10-23,1193,255,4.68,4.67843137254902,1.294497291942219
0,2014-10-27,621,940,0.66,0.6606382978723404,1.2811989130161805
0,2014-10-28,825,686,1.2,1.2026239067055393,1.285821837166109
0,2014-10-29,866,656,1.32,1.3201219512195121,1.2893525877302687
0,2014-10-30,833,691,1.21,1.2054992764109986,1.2761385221984145
0,2014-10-31,1008,528,1.91,1.9090909090909092,1.278079081638974
0,2014-11-03,1018,508,2.0,2.0039370078740157,1.27222395630487
0,2014-11-05,840,694,1.21,1.2103746397694524,1.2589222972971592
0,2014-11-07,682,875,0.78,0.7794285714285715,1.2442216954858825
0,2014-11-10,747,796,0.94,0.9384422110552764,1.2258756211425346
0,2014-11-11,802,746,1.08,1.0750670241286864,1.225925902278763
0,2014-11-12,776,781,0.99,0.9935979513444302,1.2281584258278817
0,2014-11-13,590,956,0.62,0.6171548117154811,1.2235567105112228
0,2014-11-14,829,717,1.16,1.1562064156206415,1.2327864813756975
0,2014-11-17,857,700,1.22,1.2242857142857142,1.236818438044621
0,2014-11-18,845,714,1.18,1.1834733893557423,1.217972543665927
0,2014-11-19,537,1019,0.53,0.5269872423945045,1.216758783566113
0,2014-11-20,564,970,0.58,0.5814432989690722,1.2149838278591485
0,2014-11-21,652,889,0.73,0.7334083239595051,1.216212539197917
0,2014-11-24,708,841,0.84,0.8418549346016647,1.2141344442486317
0,2014-11-25,298,1263,0.24,0.23594615993665874,1.1900010148527376
0,2014-11-26,928,574,1.62,1.6167247386759582,1.1944852327864819
0,2014-11-27,824,703,1.17,1.1721194879089616,1.198250562392633
0,2014-11-28,746,793,0.94,0.9407313997477932,1.196098887626066
0,2014-12-01,549,988,0.56,0.555668016194332,1.1726354672854968
0,2014-12-02,821,705,1.16,1.1645390070921986,1.1655956721712335
0,2014-12-03,1115,422,2.64,2.6421800947867298,1.174733522501817
0,2014-12-04,802,718,1.12,1.116991643454039,1.178836917671363
0,2014-12-05,691,853,0.81,0.8100820633059789,1.1739747753414596
0,2014-12-08,471,1081,0.44,0.4357076780758557,1.1679292547196207
0,2014-12-09,327,1230,0.27,0.2658536585365854,1.1689542372211015
0,2014-12-10,963,559,1.72,1.7227191413237926,1.183412324279368
0,2014-12-11,493,1029,0.48,0.47910592808551994,1.1713239509361097
0,2014-12-12,357,1173,0.3,0.30434782608695654,1.1726045112638486
0,2014-12-15,519,1005,0.52,0.5164179104477612,1.171632564713876
0,2014-12-16,184,1371,0.13,0.13420860685630925,1.1454503789377788
0,2014-12-17,523,1019,0.51,0.5132482826300294,1.1207371034093234
0,2014-12-18,1323,216,6.13,6.125,1.1613483808544331
0,2014-12-19,815,709,1.15,1.14950634696756,1.164739792969574
0,2014-12-22,885,625,1.42,1.416,1.1635303348414952
0,2014-12-23,488,1030,0.47,0.47378640776699027,1.1589612682260957
0,2014-12-24,715,784,0.91,0.9119897959183674,1.162003760327539
0,2014-12-26,775,746,1.04,1.0388739946380696,1.1623925002739197
0,2014-12-29,945,580,1.63,1.6293103448275863,1.1753551390061885
0,2014-12-30,775,738,1.05,1.0501355013550135,1.1807783690197386
0,2014-12-31,1004,503,2.0,1.9960238568588469,1.1915605253965462
0,2015-01-01,1022,497,2.06,2.056338028169014,1.20289703622323
0,2015-01-02,1051,488,2.15,2.153688524590164,1.2200196759208657
0,2015-01-05,768,762,1.01,1.0078740157480315,1.2074758147990283
0,2015-01-06,216,1348,0.16,0.16023738872403562,1.1913664769745569
0,2015-01-07,646,892,0.72,0.7242152466367713,1.1898738362535766
0,2015-01-08,1249,298,4.19,4.191275167785235,1.2260383939169812
0,2015-01-09,662,862,0.77,0.7679814385150812,1.2313727249423854
0,2015-01-12,909,636,1.43,1.429245283018868,1.2302945023195264
0,2015-01-13,674,859,0.78,0.7846332945285215,1.2251026673258805
0,2015-01-14,597,938,0.64,0.6364605543710021,1.2285471397581094
0,2015-01-15,986,561,1.76,1.7575757575757576,1.2311471299671466
0,2015-01-16,690,831,0.83,0.8303249097472925,1.2132062476092205
0,2015-01-19,929,597,1.56,1.5561139028475712,1.213252436471583
0,2015-01-20,859,683,1.26,1.2576866764275256,1.2133147683521375
0,2015-01-21,627,917,0.68,0.6837513631406761,1.2081895312672117
0,2015-01-22,705,818,0.86,0.8618581907090465,1.2075525300477516
0,2015-01-23,524,1021,0.51,0.5132223310479922,1.206647792372605
0,2015-01-27,728,812,0.9,0.896551724137931,1.2106755105709224
0,2015-01-28,551,985,0.56,0.5593908629441624,1.2040104263946083
0,2015-01-29,726,791,0.92,0.9178255372945638,1.205191037480157
0,2015-01-30,579,917,0.63,0.6314067611777535,1.1889284179753703
0,2015-02-02,879,630,1.4,1.3952380952380952,1.1881280078591707
0,2015-02-03,659,838,0.79,0.7863961813842482,1.1863585941989296
0,2015-02-04,645,848,0.76,0.7606132075471698,1.1886891357232203
0,2015-02-05,448,1058,0.42,0.42344045368620037,1.1797633028713583
0,2015-02-06,347,1158,0.3,0.29965457685664937,1.1530683319304131
0,2015-02-09,361,1140,0.32,0.31666666666666665,1.1449071977672043
0,2015-02-10,728,753,0.97,0.9667994687915007,1.14161600878165
0,2015-02-11,1020,478,2.13,2.1338912133891212,1.1418041272647477
0,2015-02-12,931,549,1.7,1.6958105646630237,1.146607303333913
0,2015-02-13,818,672,1.22,1.2172619047619047,1.1471246556236663
0,2015-02-16,649,864,0.75,0.7511574074074074,1.1529633947606566
0,2015-02-18,905,590,1.53,1.5338983050847457,1.158877377811504
0,2015-02-19,705,788,0.89,0.8946700507614214,1.1273695328645728
0,2015-02-20,759,754,1.01,1.006631299734748,1.1290906921976176
0,2015-02-23,537,976,0.55,0.5502049180327869,1.1235833201128043
0,2015-02-24,551,941,0.59,0.5855472901168969,1.1269308312305337
0,2015-02-25,610,897,0.68,0.6800445930880713,1.1304720812674878
0,2015-02-26,440,1037,0.42,0.42430086788813887,1.1330767135626054
0,2015-02-27,1078,420,2.57,2.566666666666667,1.1462325577184496
0,2015-02-28,598,863,0.69,0.6929316338354577,1.1344118740568043
0,2015-03-02,834,668,1.25,1.248502994011976,1.138116115819584
0,2015-03-03,946,550,1.72,1.72,1.1489641844891119
0,2015-03-04,420,1082,0.39,0.38817005545286504,1.1483528617878267
0,2015-03-05,729,760,0.96,0.9592105263157895,1.1501491433850912
0,2015-03-09,446,1067,0.42,0.41799437675726336,1.1202719442955211
0,2015-03-10,610,912,0.67,0.668859649122807,1.1234688961077692
0,2015-03-11,545,959,0.57,0.5683003128258602,1.118168292678651
0,2015-03-12,923,569,1.62,1.6221441124780316,1.1270526551517457
0,2015-03-13,362,1167,0.31,0.3101970865467009,1.1281730591969363
0,2015-03-16,451,1078,0.42,0.41836734693877553,1.1237489844823048
0,2015-03-17,795,716,1.11,1.1103351955307263,1.1192262930319359
0,2015-03-18,667,848,0.79,0.7865566037735849,1.115394017343053
0,2015-03-19,502,987,0.51,0.5086119554204661,1.1004601768174174
0,2015-03-20,314,1222,0.26,0.2569558101472995,1.0562454211934
0,2015-03-23,414,1108,0.37,0.37364620938628157,1.0533755003085394
0,2015-03-24,558,937,0.6,0.5955176093916755,1.0473044373354008
0,2015-03-25,508,993,0.51,0.5115810674723061,1.0392190284979288
0,2015-03-26,454,1057,0.43,0.4295175023651845,1.0314592107574707
0,2015-03-27,585,927,0.63,0.6310679611650486,1.018678981278212
0,2015-03-30,1235,272,4.54,4.540441176470588,1.0440440229641779
0,2015-03-31,868,617,1.41,1.406807131280389,1.0460083478792872
0,2015-04-01,1211,298,4.06,4.063758389261745,1.078851646057619
0,2015-04-06,1071,453,2.36,2.3642384105960264,1.0931096080530265
0,2015-04-07,926,606,1.53,1.528052805280528,1.097639465864545
0,2015-04-08,975,551,1.77,1.7695099818511797,1.1053985861696123
0,2015-04-09,805,722,1.11,1.1149584487534625,1.1103766225399923
0,2015-04-10,955,578,1.65,1.6522491349480968,1.1153370497332669
0,2015-04-13,916,621,1.48,1.4750402576489532,1.1178445951668992
0,2015-04-15,646,884,0.73,0.7307692307692307,1.113317553581034
0,2015-04-16,490,1029,0.48,0.47619047619047616,1.1128095859189937
0,2015-04-17,482,1046,0.46,0.4608030592734226,1.1116031835220372
0,2015-04-20,304,1219,0.25,0.24938474159146842,1.106762947698357
0,2015-04-21,642,854,0.75,0.7517564402810304,1.1058619627551505
0,2015-04-22,711,789,0.9,0.9011406844106464,1.1125139079998905
0,2015-04-23,700,809,0.87,0.865265760197775,1.1049993182151086
0,2015-04-24,235,1287,0.18,0.1825951825951826,1.0951040751619707
0,2015-04-27,246,1277,0.19,0.19263899765074394,1.0876231511410002
0,2015-04-28,998,499,2.0,2.0,1.1020664709790569
0,2015-04-29,849,636,1.33,1.3349056603773586,1.1037701375119087
0,2015-04-30,661,823,0.8,0.8031591737545565,1.0853799283015868
0,2015-05-04,1204,324,3.72,3.7160493827160495,1.1113705056942067
0,2015-05-05,700,802,0.87,0.8728179551122195,1.1119978646122695
0,2015-05-06,178,1337,0.13,0.13313388182498131,1.1089721266497605
0,2015-05-07,296,1207,0.25,0.2452361226180613,1.1087659512905754
0,2015-05-08,1159,350,3.31,3.3114285714285714,1.1246530455916233
0,2015-05-11,1055,442,2.39,2.3868778280542986,1.143730764591311
0,2015-05-12,295,1213,0.24,0.24319868095630667,1.1431192731400044
0,2015-05-13,980,509,1.93,1.925343811394892,1.1572085321494756
0,2015-05-14,874,603,1.45,1.449419568822554,1.1703606417691381
0,2015-05-15,821,660,1.24,1.243939393939394,1.1776675528822318
0,2015-05-18,990,485,2.04,2.0412371134020617,1.1368299240162525
0,2015-05-19,781,711,1.1,1.0984528832630098,1.136319389379207
0,2015-05-20,763,727,1.05,1.049518569463549,1.1326545750738424
0,2015-05-21,609,882,0.69,0.6904761904761905,1.1348214729009345
0,2015-05-22,637,845,0.75,0.7538461538461538,1.1332400364802124
0,2015-05-25,568,915,0.62,0.6207650273224044,1.1290589468070555
0,2015-05-26,580,892,0.65,0.6502242152466368,1.119268085511246
0,2015-05-27,656,825,0.8,0.7951515151515152,1.116718245649211
0,2015-05-28,641,825,0.78,0.776969696969697,1.1045277040503196
0,2015-05-29,861,622,1.38,1.3842443729903537,1.097806767498533
0,2015-06-01,672,844,0.8,0.7962085308056872,1.0842319675606882
0,2015-06-02,292,1206,0.24,0.24212271973466004,1.0765744546005545
0,2015-06-03,227,1306,0.17,0.17381316998468607,1.0767102124131611
0,2015-06-04,702,768,0.91,0.9140625,1.0786086849467933
0,2015-06-05,794,692,1.15,1.1473988439306357,1.0481699217082474
0,2015-06-08,347,1133,0.31,0.3062665489849956,1.0435527728129466
0,2015-06-09,554,925,0.6,0.5989189189189189,1.035249509171947
0,2015-06-10,1031,425,2.43,2.4258823529411764,1.0516619997560737
0,2015-06-11,289,1200,0.24,0.24083333333333334,1.047705727545697
0,2015-06-12,601,871,0.69,0.6900114810562572,1.0370300847805018
0,2015-06-15,824,646,1.28,1.2755417956656347,1.0414822536396853
0,2015-06-16,756,714,1.06,1.0588235294117647,1.0365093499053273
0,2015-06-17,1033,451,2.29,2.2904656319290466,1.0468371394603424
0,2015-06-18,987,476,2.07,2.073529411764706,1.0607349199465828
0,2015-06-19,818,675,1.21,1.211851851851852,1.0642348565580106
0,2015-06-22,1063,456,2.33,2.331140350877193,1.0824140367563029
0,2015-06-23,858,619,1.39,1.3861066235864297,1.0873095857507877
0,2015-06-24,624,859,0.73,0.7264260768335273,1.0889799378896816
0,2015-06-25,723,747,0.97,0.9678714859437751,1.0894803973761737
0,2015-06-26,580,901,0.64,0.6437291897891232,1.0896036216622873
0,2015-06-29,345,1158,0.3,0.2979274611398964,1.0786305153213052
0,2015-06-30,1054,440,2.4,2.3954545454545455,1.0947210989620082
0,2015-07-01,1136,369,3.08,3.078590785907859,1.1179008747456152
0,2015-07-02,850,661,1.29,1.285930408472012,1.1265257742934733
0,2015-07-03,783,711,1.1,1.1012658227848102,1.1345418867527548
0,2015-07-06,1036,468,2.21,2.213675213675214,1.1535119722228404
0,2015-07-07,926,601,1.54,1.540765391014975,1.1592516314450751
0,2015-07-08,418,1100,0.38,0.38,1.1417127193111838
0,2015-07-09,827,673,1.23,1.2288261515601784,1.1370428751801556
0,2015-07-10,787,693,1.14,1.1356421356421356,1.1362266774889576
0,2015-07-13,1020,482,2.12,2.116182572614108,1.1498769291410247
0,2015-07-14,832,655,1.27,1.2702290076335878,1.147240236166513
0,2015-07-15,845,654,1.29,1.2920489296636086,1.151214024955535
0,2015-07-16,851,652,1.31,1.3052147239263803,1.1541998591974514
0,2015-07-17,749,764,0.98,0.9803664921465969,1.1585014749385893
0,2015-07-20,797,718,1.11,1.1100278551532032,1.1637462805889525
0,2015-07-21,356,1172,0.3,0.3037542662116041,1.1599833773201877
0,2015-07-22,1027,485,2.12,2.1175257731958763,1.1769156263732652
0,2015-07-23,768,736,1.04,1.0434782608695652,1.1616837423152941
0,2015-07-24,573,947,0.61,0.6050686378035903,1.1608051123549754
0,2015-07-27,441,1085,0.41,0.4064516129032258,1.1523845985438879
0,2015-07-28,685,795,0.86,0.8616352201257862,1.1438009507451459
0,2015-07-29,910,597,1.52,1.5242881072026802,1.155162131262644
0,2015-07-30,970,533,1.82,1.8198874296435272,1.1637689002959213
0,2015-07-31,892,615,1.45,1.4504065040650407,1.1740930215689993
0,2015-08-03,980,549,1.79,1.785063752276867,1.1852550626005398
0,2015-08-04,826,677,1.22,1.2200886262924668,1.1917729457352058
0,2015-08-05,1002,535,1.87,1.8728971962616823,1.1942804765730424
0,2015-08-06,664,856,0.78,0.7757009345794392,1.1989355150533698
0,2015-08-07,655,862,0.76,0.759860788863109,1.2023504494726132
0,2015-08-10,682,842,0.81,0.8099762470308789,1.1993468599876145
0,2015-08-11,389,1133,0.34,0.3433362753751103,1.19491465670363
0,2015-08-12,230,1296,0.18,0.17746913580246915,1.1916032285074498
0,2015-08-13,450,1059,0.42,0.42492917847025496,1.1932829621906795
0,2015-08-14,1082,420,2.58,2.5761904761904764,1.2153084048587215
0,2015-08-17,772,750,1.03,1.0293333333333334,1.219646562098138
0,2015-08-18,884,631,1.4,1.4009508716323296,1.2285402601397382
0,2015-08-19,743,758,0.98,0.9802110817941952,1.2340471959340282
0,2015-08-20,302,1226,0.25,0.2463295269168026,1.2301998115915458
0,2015-08-21,472,1046,0.45,0.45124282982791586,1.189307828125119
0,2015-08-24,65,1508,0.04,0.04310344827586207,1.1756707912950737
0,2015-08-25,754,765,0.99,0.9856209150326798,1.1448894165527832
0,2015-08-26,751,743,1.01,1.0107671601615074,1.131354704048438
0,2015-08-27,1266,254,4.98,4.984251968503937,1.1659166956806721
0,2015-08-28,768,737,1.04,1.0420624151967435,1.1586422200141278
0,2015-08-31,668,837,0.8,0.7980884109916367,1.1554735196365093
0,2015-09-01,234,1289,0.18,0.18153607447633824,1.1407663890317918
0,2015-09-02,687,821,0.84,0.8367844092570037,1.1343838305478724
0,2015-09-03,1099,406,2.71,2.706896551724138,1.1541451037574213
0,2015-09-04,215,1323,0.16,0.16250944822373395,1.1510082934777541
0,2015-09-07,295,1234,0.24,0.23905996758508913,1.1487908625608707
0,2015-09-08,912,584,1.56,1.5616438356164384,1.1619134535011204
0,2015-09-09,1245,284,4.38,4.383802816901408,1.1982339172673242
0,2015-09-10,554,940,0.59,0.5893617021276596,1.1951161274444944
0,2015-09-11,898,594,1.51,1.5117845117845117,1.2015813149603616
0,2015-09-14,1076,444,2.42,2.4234234234234235,1.223989597368644
0,2015-09-15,534,969,0.55,0.5510835913312694,1.2275740433054494
0,2015-09-16,717,779,0.92,0.920410783055199,1.2167781511360014
0,2015-09-18,1040,454,2.29,2.290748898678414,1.2263365835190119
0,2015-09-21,961,538,1.79,1.7862453531598512,1.2361674453130649
0,2015-09-22,430,1075,0.4,0.4,1.2030069514859043
0,2015-09-23,848,632,1.34,1.3417721518987342,1.2076964934537695
0,2015-09-24,809,690,1.17,1.172463768115942,1.2180897923166791
0,2015-09-28,574,931,0.62,0.6165413533834586,1.221802844624333
0,2015-09-29,672,807,0.83,0.8327137546468402,1.1970156964565157
0,2015-09-30,1019,482,2.11,2.1141078838174274,1.1942879970141471
0,2015-10-01,764,742,1.03,1.0296495956873315,1.2021525061614573
0,2015-10-05,1207,316,3.82,3.819620253164557,1.221095270579154
0,2015-10-06,916,596,1.54,1.5369127516778522,1.2219702024077068
0,2015-10-07,955,562,1.7,1.699288256227758,1.2265236910305906
0,2015-10-08,656,871,0.75,0.7531572904707233,1.2136428928012772
0,2015-10-09,822,698,1.18,1.177650429799427,1.2144348682666415
0,2015-10-12,697,819,0.85,0.851037851037851,1.2124500610823843
0,2015-10-13,843,674,1.25,1.2507418397626113,1.2180527175752485
0,2015-10-14,792,691,1.15,1.14616497829233,1.2219759058197104
0,2015-10-15,866,655,1.32,1.3221374045801526,1.2289896295922877
0,2015-10-16,768,744,1.03,1.032258064516129,1.2328099680849829
0,2015-10-19,858,658,1.3,1.303951367781155,1.2378979666112793
0,2015-10-20,827,708,1.17,1.1680790960451977,1.2418090606020342
0,2015-10-21,674,843,0.8,0.7995255041518387,1.2359618719136491
0,2015-10-23,659,856,0.77,0.7698598130841121,1.2356983847364333
0,2015-10-26,504,1026,0.49,0.49122807017543857,1.238189438240841
0,2015-10-27,659,837,0.79,0.7873357228195937,1.24432466376919
0,2015-10-28,618,874,0.71,0.7070938215102975,1.242254976984293
0,2015-10-29,612,873,0.7,0.7010309278350515,1.2377912978233372
0,2015-10-30,485,1034,0.47,0.4690522243713733,1.239419154577201
0,2015-11-02,581,921,0.63,0.6308360477741585,1.2397383258657535
0,2015-11-03,848,652,1.3,1.3006134969325154,1.2284856373056667
0,2015-11-04,640,860,0.74,0.7441860465116279,1.2335191644374497
0,2015-11-05,346,1165,0.3,0.29699570815450643,1.2295890067084323
0,2015-11-06,510,988,0.52,0.5161943319838057,1.2219955320716138
0,2015-11-09,852,637,1.34,1.337519623233909,1.2247824930098354
0,2015-11-10,493,1009,0.49,0.4886025768087215,1.206763862458632
0,2015-11-11,1259,179,7.03,7.033519553072626,1.2563637638717113
